[-4.578]	[-4.39488]	[-4.21176]	[-4.02864]	[-3.84552]	[-3.6624]	[-3.47928]	[-3.29616]	[-3.11304]	[-2.92992]	[-2.7468]	[-2.56368]	[-2.38056]	[-2.19744]	[-2.01432]	[-1.8312]	[-1.64808]	[-1.46496]	[-1.28184]	[-1.09872]	[-0.9156]	[-0.73248]	[-0.54936]	[-0.36624]	[-0.18312]	[0.]	[0.18312]	[0.36624]	[0.54936]	[0.73248]	[0.9156]	[1.09872]	[1.28184]	[1.46496]	[1.64808]	[1.8312]	[2.01432]	[2.19744]	[2.38056]	[2.56368]	[2.7468]	[2.92992]	[3.11304]	[3.29616]	[3.47928]	[3.6624]	[3.84552]	[4.02864]	[4.21176]	[4.39488]	[4.578]
[0.82288603]	[0.82343171]	[0.82407809]	[0.82289027]	[0.8231239]	[0.82342936]	[0.82294198]	[0.82324617]	[0.82330473]	[0.82308369]	[0.82412494]	[0.82331046]	[0.82338298]	[0.82361139]	[0.82299511]	[0.82417932]	[0.82238503]	[0.82416893]	[0.82262813]	[0.82261411]	[0.82357937]	[0.82281545]	[0.82301565]	[0.82314456]	[0.82216739]	[0.8237753]	[0.82259071]	[0.8232005]	[0.82285581]	[0.82280171]	[0.82286987]	[0.82403303]	[0.82469661]	[0.82263859]	[0.82255967]	[0.82372724]	[0.82405199]	[0.82354403]	[0.82429404]	[0.82314763]	[0.82367891]	[0.82262639]	[0.82342242]	[0.82296197]	[0.82337072]	[0.82372604]	[0.82297011]	[0.823284]	[0.82245504]	[0.82333224]	[0.82315531]	[0.82301961]	[0.82392575]	[0.8243147]	[0.82379159]	[0.82321976]	[0.82275429]	[0.82368822]	[0.82378578]	[0.82436867]	[0.82363603]	[0.82461514]	[0.82290707]	[0.82346279]	[0.82444633]	[0.82333922]	[0.8225946]	[0.82313586]	[0.82246022]	[0.82222117]	[0.823193]	[0.82348346]	[0.82334494]	[0.82336486]	[0.82304607]	[0.82325171]	[-0.26931496]	[1.51205484]	[2.38782938]	[-1.77720419]	[-1.78713555]	[1.03176937]	[-1.74026617]	[2.84774284]	[-0.60990318]	[-0.25383521]	[-2.48217153]	[0.31809059]	[-2.35862856]	[0.50747353]	[0.92124683]	[1.790855]	[2.49102913]	[-0.20892959]	[-1.48449878]	[-0.26059775]	[2.81504518]	[-2.55811635]	[2.50825019]	[0.18897027]	[0.2075871]
[0.82346602]	[0.82362355]	[0.82306469]	[0.8235185]	[0.8231331]	[0.82291751]	[0.82271241]	[0.82287474]	[0.82313136]	[0.8226466]	[0.82266074]	[0.8232574]	[0.82252802]	[0.82290927]	[0.8234924]	[0.82276843]	[0.82304085]	[0.82259284]	[0.82254064]	[0.8242532]	[0.82314271]	[0.82312734]	[0.82374529]	[0.82258948]	[0.82394248]	[0.82275874]	[0.82420087]	[0.82415862]	[0.82335239]	[0.8232389]	[0.82340663]	[0.82258017]	[0.82416325]	[0.82369846]	[0.82341933]	[0.82334804]	[0.82295675]	[0.82286374]	[0.82286098]	[0.82306692]	[0.82348469]	[0.82306361]	[0.82369926]	[0.82304034]	[0.82298232]	[0.82349137]	[0.82330411]	[0.8232264]	[0.82426005]	[0.82326806]	[0.82381216]	[0.82361612]	[0.82253261]	[0.82258935]	[0.82360462]	[0.82360975]	[0.82296279]	[0.82314618]	[0.82275498]	[0.82260512]	[0.82303551]	[0.8227745]	[0.82331831]	[0.82233389]	[0.82334238]	[0.82331818]	[0.8232322]	[0.8235925]	[0.8235322]	[0.82293342]	[0.82387251]	[0.82301211]	[0.82296252]	[0.82358907]	[0.8235146]	[0.82371257]	[-1.86658179]	[1.36284251]	[1.27050981]	[-0.73592194]	[1.13423328]	[-2.24114549]	[-2.197088]	[2.98561135]	[0.67807363]	[1.96888353]	[-1.9275688]	[-1.39413675]	[2.25350308]	[-2.6223504]	[-2.85312074]	[2.67590794]	[2.03407368]	[-0.03239033]	[-1.02643871]	[1.63006192]	[1.9594654]	[-1.67580616]	[-1.95421492]	[1.19993006]	[1.69989564]
[0.82318927]	[0.82305783]	[0.82366147]	[0.82277003]	[0.82297713]	[0.8231352]	[0.82321136]	[0.82307592]	[0.82318259]	[0.82304146]	[0.82254894]	[0.82338786]	[0.82318235]	[0.82309878]	[0.82324787]	[0.82344979]	[0.82256766]	[0.82277749]	[0.82340738]	[0.82375991]	[0.82299491]	[0.82332064]	[0.82327794]	[0.82333679]	[0.82290775]	[0.8235993]	[0.82269823]	[0.82300237]	[0.82324668]	[0.82303921]	[0.82340242]	[0.8227095]	[0.82328365]	[0.82279236]	[0.82316632]	[0.8236006]	[0.8226944]	[0.82284097]	[0.82335116]	[0.82259412]	[0.82272397]	[0.82332009]	[0.82265141]	[0.82324099]	[0.82277211]	[0.82285404]	[0.8226464]	[0.82273838]	[0.82291618]	[0.8237143]	[0.82312376]	[0.82334427]	[0.82304377]	[0.82270194]	[0.82268557]	[0.82323753]	[0.82347833]	[0.82390681]	[0.82381161]	[0.823147]	[0.82301469]	[0.82299693]	[0.82347268]	[0.82326944]	[0.82304757]	[0.82290333]	[0.8230353]	[0.82326056]	[0.8231309]	[0.82321113]	[0.82291005]	[0.82339931]	[0.82255499]	[0.82276284]	[0.82369246]	[0.82316976]	[2.15113421]	[-0.25723656]	[-2.42278952]	[0.28887462]	[0.97410682]	[0.09725596]	[-0.23451334]	[0.05051299]	[-0.82021821]	[2.77654299]	[-0.31230225]	[0.22247442]	[-2.01307695]	[-2.14168579]	[-1.80576353]	[-0.50920374]	[-2.04031173]	[0.12851308]	[-2.35307513]	[-2.42423246]	[2.18101261]	[1.8208438]	[0.47903277]	[1.43331293]	[2.84941013]
[0.82340549]	[0.82322926]	[0.82277246]	[0.82278151]	[0.82318757]	[0.82315738]	[0.82331774]	[0.82327575]	[0.82279611]	[0.82304632]	[0.82326718]	[0.82307538]	[0.82278161]	[0.82317107]	[0.82303409]	[0.82326308]	[0.8231956]	[0.82293662]	[0.82305811]	[0.82318442]	[0.82306026]	[0.82312198]	[0.8228585]	[0.82314387]	[0.82315223]	[0.82289426]	[0.82314925]	[0.82352299]	[0.82328043]	[0.82325647]	[0.82246706]	[0.82286238]	[0.82338156]	[0.82248039]	[0.82321444]	[0.82321419]	[0.82280018]	[0.82317182]	[0.82301311]	[0.82285731]	[0.82307734]	[0.82316063]	[0.82288217]	[0.82272438]	[0.82356942]	[0.8227541]	[0.82316793]	[0.82280638]	[0.82263842]	[0.82307987]	[0.82326068]	[0.82377146]	[0.82291052]	[0.82328301]	[0.82289194]	[0.82293081]	[0.82319849]	[0.82293734]	[0.82299778]	[0.82374321]	[0.8231645]	[0.82306256]	[0.8228248]	[0.82269612]	[0.82284307]	[0.82277479]	[0.82318606]	[0.82254842]	[0.8234258]	[0.82329373]	[0.82322578]	[0.82289696]	[0.82295856]	[0.82303932]	[0.82270615]	[0.82275914]	[2.36584935]	[-0.12222076]	[-0.08162987]	[-0.9091252]	[-0.93394341]	[-1.23042823]	[-2.68446303]	[2.92651048]	[-2.8796874]	[-0.61612079]	[2.28712606]	[0.58551722]	[1.58925926]	[-0.68478247]	[-0.14911357]	[1.50514887]	[-1.24594241]	[1.96294642]	[-2.53963898]	[0.3987459]	[2.96915734]	[1.05842696]	[-2.52133456]	[-2.76356333]	[-2.83398171]
[0.82313254]	[0.82328671]	[0.82282392]	[0.82310185]	[0.82282534]	[0.82322243]	[0.82327991]	[0.82281903]	[0.82293754]	[0.82308958]	[0.82324903]	[0.82311598]	[0.82343502]	[0.82288024]	[0.82295356]	[0.82308499]	[0.82318148]	[0.82320991]	[0.82307489]	[0.82305472]	[0.82277395]	[0.82257689]	[0.82252871]	[0.82297079]	[0.8229204]	[0.82296585]	[0.82323489]	[0.82298503]	[0.82320231]	[0.82315744]	[0.82325831]	[0.8234006]	[0.82319159]	[0.82309526]	[0.82343787]	[0.82339055]	[0.82294888]	[0.82314014]	[0.82354438]	[0.82321116]	[0.8232566]	[0.8228142]	[0.82332542]	[0.82291827]	[0.82290495]	[0.82316375]	[0.82307856]	[0.82308952]	[0.82331284]	[0.82327717]	[0.82311087]	[0.82269118]	[0.8229659]	[0.82303074]	[0.82337483]	[0.82321535]	[0.82319965]	[0.82328944]	[0.82327038]	[0.82320302]	[0.82327529]	[0.82321279]	[0.82304347]	[0.82273721]	[0.82265994]	[0.82262412]	[0.82338744]	[0.8233485]	[0.82288746]	[0.8230705]	[0.8232097]	[0.82308863]	[0.82321469]	[0.8232591]	[0.82316244]	[0.82307016]	[-1.08107816]	[-0.28074063]	[-1.99699686]	[-0.24126757]	[-0.4112224]	[2.65933048]	[-1.81740458]	[-1.75087643]	[1.8246813]	[1.18703758]	[-1.53246186]	[-1.33145893]	[-0.28116412]	[-2.39059053]	[2.1917929]	[-2.10151703]	[-0.41935725]	[-2.14607179]	[1.29004664]	[-2.08480359]	[-1.978605]	[0.69694891]	[2.80116759]	[2.58165891]	[0.24859768]
[0.82307246]	[0.82328652]	[0.82335996]	[0.82306104]	[0.82312506]	[0.82286001]	[0.82322368]	[0.82315289]	[0.82292594]	[0.82311828]	[0.82320504]	[0.82294144]	[0.82311808]	[0.82322978]	[0.82291488]	[0.82309893]	[0.8232415]	[0.82285102]	[0.82312002]	[0.82281234]	[0.82293328]	[0.82332347]	[0.82316335]	[0.82331763]	[0.82320654]	[0.82334243]	[0.82265182]	[0.8231174]	[0.82319426]	[0.82317932]	[0.82308158]	[0.82307841]	[0.82320065]	[0.82330328]	[0.82301475]	[0.82316005]	[0.82299245]	[0.82281543]	[0.82316388]	[0.82311658]	[0.82308848]	[0.82323692]	[0.82310695]	[0.82298268]	[0.82316128]	[0.82310853]	[0.82313974]	[0.82322365]	[0.82307186]	[0.82323398]	[0.82302411]	[0.82311019]	[0.82304461]	[0.82283802]	[0.82294999]	[0.82281414]	[0.82321524]	[0.82320486]	[0.8231757]	[0.8229853]	[0.82336208]	[0.82306762]	[0.82296095]	[0.82327299]	[0.82322315]	[0.82317449]	[0.82298074]	[0.82317355]	[0.82327082]	[0.8230979]	[0.82301268]	[0.82326281]	[0.82320648]	[0.82313851]	[0.82321679]	[0.82277006]	[2.10365616]	[1.55906156]	[2.72864482]	[1.40480298]	[-2.49545312]	[1.92171826]	[2.48147255]	[-0.77090699]	[1.6390978]	[-0.65599744]	[0.1757812]	[-2.83331866]	[0.42028418]	[-1.91111928]	[0.09564385]	[0.5719331]	[1.00336918]	[-2.87313164]	[-0.86021557]	[-0.16136595]	[-2.46261618]	[0.3843118]	[1.09401932]	[0.49924087]	[1.5917362]
[0.82333183]	[0.82314913]	[0.82315917]	[0.82313862]	[0.8232081]	[0.82322699]	[0.82315017]	[0.8231016]	[0.82324231]	[0.8232049]	[0.82304693]	[0.82327272]	[0.82309002]	[0.82321995]	[0.82315667]	[0.82289627]	[0.82328044]	[0.82310637]	[0.82324984]	[0.82323553]	[0.82305878]	[0.82328835]	[0.82317865]	[0.82341156]	[0.82310623]	[0.8231639]	[0.82313091]	[0.82308826]	[0.82321293]	[0.82320406]	[0.82317568]	[0.82320744]	[0.82290257]	[0.82286755]	[0.82313334]	[0.82300387]	[0.82323946]	[0.82325778]	[0.82316832]	[0.82313437]	[0.82312798]	[0.82312798]	[0.82308693]	[0.82312961]	[0.82305246]	[0.82323055]	[0.82316108]	[0.82310664]	[0.82320335]	[0.82322522]	[0.82310564]	[0.82317929]	[0.82300238]	[0.82301304]	[0.82302577]	[0.82316804]	[0.82303996]	[0.82316173]	[0.82318292]	[0.82317397]	[0.82309397]	[0.82288638]	[0.82314899]	[0.82291652]	[0.82323378]	[0.82310057]	[0.82295372]	[0.82301093]	[0.82309711]	[0.82316257]	[0.82310411]	[0.82316843]	[0.82323819]	[0.82313772]	[0.82304098]	[0.82318388]	[-1.104616]	[-2.34133388]	[2.87747903]	[-2.00145124]	[-1.08712789]	[-2.99015332]	[-1.12746927]	[-2.05913408]	[1.16300732]	[-1.46865818]	[0.67910469]	[-1.54783515]	[2.584999]	[-1.30466103]	[-1.71794927]	[-1.81975965]	[2.80729168]	[2.33702973]	[-1.56283068]	[-1.62976894]	[-2.18878372]	[-1.17140852]	[-2.67618141]	[-1.49961362]	[1.80873427]
[0.82313727]	[0.82319662]	[0.82318982]	[0.82319389]	[0.82314206]	[0.82306692]	[0.82314041]	[0.82315206]	[0.82294728]	[0.82318802]	[0.82309437]	[0.82317426]	[0.82323705]	[0.82316679]	[0.823189]	[0.82305752]	[0.82315731]	[0.82318594]	[0.82318529]	[0.82326428]	[0.82326521]	[0.8231459]	[0.82314881]	[0.82310841]	[0.82307821]	[0.82319643]	[0.82325182]	[0.82310853]	[0.82318401]	[0.82309928]	[0.82315092]	[0.82304044]	[0.82312852]	[0.82323118]	[0.8231363]	[0.82318178]	[0.82301601]	[0.82324436]	[0.82315701]	[0.82315273]	[0.82315798]	[0.82319384]	[0.82322391]	[0.82314172]	[0.82317625]	[0.82318315]	[0.82320471]	[0.82316268]	[0.8231425]	[0.82313569]	[0.82313296]	[0.82312225]	[0.82300687]	[0.82306846]	[0.82316185]	[0.82312482]	[0.82308995]	[0.82315371]	[0.8231169]	[0.82318572]	[0.82306678]	[0.8231536]	[0.82314898]	[0.82312981]	[0.82324135]	[0.82310175]	[0.82311824]	[0.82320972]	[0.82303322]	[0.82309531]	[0.82307335]	[0.82321844]	[0.82303939]	[0.82320353]	[0.82314124]	[0.82321062]	[1.37571245]	[-0.64134789]	[0.5258673]	[-0.3126315]	[2.00185474]	[2.06678697]	[-0.96422195]	[1.52547361]	[0.97805403]	[-0.53551789]	[-0.71455214]	[2.44442868]	[-0.49102572]	[0.09476186]	[1.04664542]	[0.50579548]	[2.21857203]	[-0.17383965]	[-0.1749306]	[-0.62457962]	[1.43280133]	[1.28099305]	[-0.43297483]	[-0.4124029]	[-0.541565]
[0.82317871]	[0.82317982]	[0.82310229]	[0.82320599]	[0.82321653]	[0.8231931]	[0.82320664]	[0.8231308]	[0.82312755]	[0.82320026]	[0.82312916]	[0.82314876]	[0.82314722]	[0.82313387]	[0.8231892]	[0.82311964]	[0.8230832]	[0.82302382]	[0.82320759]	[0.82318803]	[0.82316471]	[0.82319152]	[0.82323851]	[0.82313711]	[0.82316532]	[0.82320548]	[0.82309554]	[0.82320172]	[0.82317862]	[0.82315961]	[0.82312215]	[0.82323542]	[0.82316997]	[0.82316089]	[0.82314702]	[0.82314443]	[0.82318507]	[0.82318278]	[0.8231604]	[0.82317035]	[0.82308642]	[0.82315845]	[0.82321036]	[0.82313225]	[0.8232362]	[0.82312043]	[0.82312547]	[0.82316871]	[0.82312388]	[0.8232423]	[0.82317207]	[0.8231186]	[0.82308235]	[0.82314551]	[0.82312976]	[0.82312388]	[0.82309268]	[0.82312606]	[0.82320192]	[0.82318472]	[0.82314248]	[0.82323204]	[0.82321054]	[0.82315051]	[0.82315501]	[0.82320606]	[0.8231034]	[0.823176]	[0.82311271]	[0.82319255]	[0.82311458]	[0.82317975]	[0.82315563]	[0.82313026]	[0.82311692]	[0.82321139]	[-1.23128728]	[-1.67224432]	[-1.40550251]	[-2.99718235]	[-2.74486363]	[2.7150561]	[-2.18439667]	[-2.72591869]	[-2.17543956]	[-1.60798305]	[-2.54094308]	[2.93138352]	[-2.66295411]	[-2.60713504]	[-2.71931534]	[-2.52885368]	[2.95890472]	[-2.91468242]	[-2.34655438]	[-2.19576237]	[-2.56575684]	[-1.92975418]	[-2.44617778]	[-2.69141261]	[2.90095947]
[0.82314341]	[0.82314579]	[0.82314706]	[0.82313007]	[0.82313411]	[0.82319943]	[0.82314666]	[0.82321379]	[0.82313612]	[0.82318887]	[0.82315271]	[0.82314942]	[0.82322367]	[0.82320849]	[0.82319102]	[0.82313426]	[0.82315089]	[0.82312478]	[0.82313233]	[0.82316162]	[0.82318695]	[0.82315873]	[0.82317004]	[0.82321147]	[0.82316556]	[0.82320692]	[0.82320708]	[0.82313959]	[0.82314252]	[0.82310554]	[0.82315434]	[0.82310805]	[0.82309756]	[0.82313338]	[0.8231879]	[0.82321386]	[0.82317468]	[0.82314791]	[0.82318263]	[0.82314495]	[0.82301075]	[0.82317386]	[0.82315129]	[0.82323978]	[0.823126]	[0.82320738]	[0.82313044]	[0.8231657]	[0.82319317]	[0.82314971]	[0.82318206]	[0.823127]	[0.82320637]	[0.82321367]	[0.82316792]	[0.823176]	[0.82315874]	[0.82322425]	[0.82316079]	[0.82323447]	[0.82319522]	[0.82319644]	[0.82312268]	[0.82312552]	[0.82320085]	[0.8231237]	[0.8231814]	[0.82315446]	[0.82319413]	[0.82313591]	[0.82314934]	[0.82317047]	[0.82315092]	[0.82313321]	[0.82316844]	[0.82318409]	[-0.32355314]	[-0.38495726]	[-0.51670813]	[-0.90470877]	[1.54379914]	[1.60497581]	[2.35231198]	[0.28543356]	[-0.95944688]	[0.32077319]	[2.48178626]	[2.46706478]	[-0.92945749]	[-0.705711]	[0.992537]	[2.23307055]	[1.90316688]	[2.07831106]	[2.35160387]	[-0.26235105]	[-0.35864289]	[-0.88786754]	[-0.27932732]	[2.06548904]	[2.22024089]
[0.82314477]	[0.82317518]	[0.82314647]	[0.82312255]	[0.82314054]	[0.82316669]	[0.82318002]	[0.82319277]	[0.82320191]	[0.82313253]	[0.82312794]	[0.82319723]	[0.82316378]	[0.82317402]	[0.82314505]	[0.82312933]	[0.82319416]	[0.82322237]	[0.82316889]	[0.82318742]	[0.82314458]	[0.82311554]	[0.82312347]	[0.82314153]	[0.8231416]	[0.82316276]	[0.82315644]	[0.82313903]	[0.82313143]	[0.82316636]	[0.82315643]	[0.82314602]	[0.8231938]	[0.82317743]	[0.82322776]	[0.82319698]	[0.82318277]	[0.82314406]	[0.82315714]	[0.82318724]	[0.82314514]	[0.82321119]	[0.82312976]	[0.82317161]	[0.82315974]	[0.82310881]	[0.82320349]	[0.82319826]	[0.82319922]	[0.82312005]	[0.82313614]	[0.82316193]	[0.82317731]	[0.82312986]	[0.82316761]	[0.82317629]	[0.82315002]	[0.82318906]	[0.82318523]	[0.82311661]	[0.82312742]	[0.82311969]	[0.82318913]	[0.8231441]	[0.82311371]	[0.8231219]	[0.82313214]	[0.82322995]	[0.82317127]	[0.82318575]	[0.82316803]	[0.82312704]	[0.8231949]	[0.82314315]	[0.82308683]	[0.82315191]	[-1.96377953]	[-1.22491514]	[-1.83682705]	[-2.33954949]	[-2.33654133]	[-1.40099196]	[-2.37883622]	[-2.71992793]	[-1.23358748]	[-1.32022789]	[0.55072657]	[-1.61968663]	[-1.93526879]	[2.79950549]	[-2.21081615]	[-2.68905824]	[-2.13334917]	[0.54724234]	[-1.88102215]	[-2.79683348]	[-1.52997091]	[-1.82671189]	[1.18646347]	[-2.10312517]	[-1.9560262]
[0.82311104]	[0.8231189]	[0.82313859]	[0.82321775]	[0.82314245]	[0.82316341]	[0.82312816]	[0.82313123]	[0.82315338]	[0.82319053]	[0.82315184]	[0.8231472]	[0.82316031]	[0.8231417]	[0.82311543]	[0.8231652]	[0.82314591]	[0.82318859]	[0.82318002]	[0.82313825]	[0.82313917]	[0.82312921]	[0.82312222]	[0.82319478]	[0.82313726]	[0.82314067]	[0.82316873]	[0.8231885]	[0.82314556]	[0.82317539]	[0.82316727]	[0.82315543]	[0.82314694]	[0.82314676]	[0.82313469]	[0.82316557]	[0.82315023]	[0.82316519]	[0.82316684]	[0.82313352]	[0.82315294]	[0.82318285]	[0.82316814]	[0.82313364]	[0.82322533]	[0.82315323]	[0.82311206]	[0.82315736]	[0.8231195]	[0.82317113]	[0.82315478]	[0.82316516]	[0.82318643]	[0.82314412]	[0.82316532]	[0.82312048]	[0.82316561]	[0.82318222]	[0.82313046]	[0.82313206]	[0.82313753]	[0.82313865]	[0.82316866]	[0.82315352]	[0.82314789]	[0.82313966]	[0.82315005]	[0.82315188]	[0.82315502]	[0.82316101]	[0.82312615]	[0.82315259]	[0.82316986]	[0.82314513]	[0.82315985]	[0.82315671]	[-0.88032838]	[2.54490576]	[2.47064778]	[1.94295406]	[2.11974564]	[0.30616119]	[-0.74210287]	[-0.16847862]	[1.37744159]	[1.58180529]	[2.46809515]	[0.22710525]	[-0.6895155]	[-0.61469637]	[-0.36873473]	[1.73422279]	[-0.2914998]	[0.13293912]	[1.42178488]	[1.80921626]	[2.26809007]	[-0.67048676]	[1.4464034]	[-0.64595303]	[-2.53906828]
[0.8231359]	[0.82315182]	[0.8231784]	[0.82313431]	[0.823143]	[0.82311193]	[0.82315513]	[0.82313043]	[0.8231536]	[0.82316433]	[0.82317181]	[0.82313323]	[0.82315464]	[0.82313928]	[0.82314397]	[0.82315507]	[0.82314348]	[0.82317227]	[0.82313755]	[0.82316857]	[0.82312448]	[0.82315122]	[0.8231763]	[0.82315875]	[0.82318538]	[0.82315453]	[0.82315618]	[0.82316589]	[0.82315115]	[0.82315889]	[0.82315546]	[0.82315629]	[0.82316481]	[0.82314422]	[0.82313846]	[0.82313287]	[0.82310247]	[0.82313537]	[0.82314713]	[0.82313469]	[0.82316024]	[0.82314604]	[0.82315153]	[0.82316768]	[0.8231667]	[0.82311412]	[0.82316434]	[0.82318017]	[0.82316411]	[0.82317332]	[0.82315318]	[0.82313341]	[0.82313774]	[0.82313262]	[0.82313154]	[0.82316333]	[0.82315919]	[0.82316482]	[0.82315216]	[0.82313818]	[0.82318922]	[0.82317174]	[0.82313238]	[0.82313503]	[0.82314708]	[0.82319162]	[0.82317262]	[0.82314793]	[0.82317126]	[0.82317115]	[0.82314133]	[0.82314683]	[0.82313209]	[0.82314014]	[0.82314139]	[0.82317182]	[-1.50741278]	[-1.26949828]	[0.6045226]	[0.92731994]	[-1.40001786]	[-2.14716462]	[-2.13990204]	[2.71483607]	[-2.75618787]	[-1.34195077]	[-1.21776396]	[-1.52649544]	[-2.13242107]	[-1.96620622]	[-2.05416172]	[0.70234636]	[-2.9727055]	[-1.28233481]	[-1.90427687]	[-2.94497459]	[-1.05233044]	[-1.66246779]	[-1.13889499]	[-2.89306913]	[2.60991243]
[0.82315147]	[0.82315571]	[0.82314312]	[0.82312931]	[0.82312507]	[0.82315462]	[0.82315962]	[0.82313748]	[0.82315223]	[0.82313676]	[0.82315453]	[0.82316197]	[0.82315002]	[0.82314699]	[0.82314555]	[0.82314629]	[0.82313703]	[0.82312884]	[0.82315349]	[0.82315585]	[0.82318233]	[0.82314409]	[0.82314209]	[0.82313241]	[0.82313206]	[0.82315728]	[0.82315208]	[0.82313663]	[0.82313994]	[0.82316768]	[0.82314917]	[0.82317538]	[0.8231584]	[0.82313005]	[0.82317313]	[0.82314825]	[0.82314413]	[0.82315565]	[0.82315754]	[0.82314135]	[0.82314647]	[0.82317591]	[0.8231483]	[0.82316209]	[0.82317323]	[0.82313846]	[0.82316236]	[0.82318638]	[0.823161]	[0.8231339]	[0.82315864]	[0.82314273]	[0.82312958]	[0.82313515]	[0.82314079]	[0.8231427]	[0.82315454]	[0.82316685]	[0.823144]	[0.82316494]	[0.82315409]	[0.82316315]	[0.82315839]	[0.82315163]	[0.82314495]	[0.82314956]	[0.82312731]	[0.82313551]	[0.82319612]	[0.8231572]	[0.82316224]	[0.82312914]	[0.82315262]	[0.8231327]	[0.82315043]	[0.82315436]	[-2.38709961]	[-0.39263261]	[2.35514963]	[-0.21634102]	[-0.16611388]	[1.0480263]	[-2.47186703]	[1.11703229]	[1.71550355]	[-0.84681813]	[-0.43227247]	[-0.46473875]	[1.67303636]	[-2.51849547]	[-0.64826953]	[2.96760569]	[-0.3428647]	[0.01863537]	[0.46877046]	[1.23924119]	[1.05746127]	[1.16035149]	[0.30418706]	[1.45960208]	[2.29117759]
[0.8231538]	[0.8231456]	[0.82313068]	[0.8231567]	[0.82314399]	[0.82312541]	[0.82315176]	[0.82315887]	[0.82313266]	[0.82314879]	[0.8231436]	[0.82315576]	[0.8231502]	[0.8231546]	[0.82314485]	[0.82314153]	[0.82316475]	[0.82314061]	[0.82314118]	[0.82315398]	[0.82314385]	[0.82316356]	[0.82314933]	[0.82313936]	[0.8231359]	[0.82314941]	[0.82313944]	[0.82313917]	[0.82313821]	[0.82313576]	[0.82315302]	[0.82313881]	[0.82313277]	[0.82314794]	[0.82314914]	[0.82315685]	[0.82314642]	[0.82313524]	[0.82314352]	[0.82316059]	[0.82314188]	[0.82313491]	[0.82315055]	[0.82313766]	[0.82315839]	[0.82316791]	[0.8231302]	[0.82314637]	[0.82315483]	[0.82315289]	[0.82317125]	[0.82314511]	[0.82315949]	[0.8231609]	[0.82314343]	[0.8231579]	[0.82316468]	[0.82315603]	[0.8231358]	[0.82316956]	[0.82317477]	[0.82313213]	[0.82314905]	[0.82315101]	[0.82315522]	[0.82314719]	[0.82312793]	[0.82315278]	[0.82315885]	[0.82316633]	[0.82315089]	[0.82313529]	[0.8231581]	[0.82312477]	[0.82314311]	[0.82313148]	[-2.62631747]	[-2.88357072]	[-1.96305856]	[-1.53004376]	[-2.73452494]	[0.64261064]	[2.59397398]	[-1.47785748]	[1.83725842]	[-1.89705405]	[-1.97237472]	[2.65355097]	[-1.66380579]	[-1.5430446]	[-1.96426442]	[2.1815006]	[-2.71829872]	[-1.34888648]	[-2.23028063]	[2.78854658]	[-2.97057426]	[-1.40324536]	[0.7385425]	[2.88151714]	[2.60872153]
[0.82314478]	[0.82313155]	[0.82313677]	[0.82314483]	[0.82315618]	[0.82315061]	[0.82314056]	[0.82315977]	[0.8231403]	[0.82315139]	[0.82315729]	[0.82314696]	[0.82315138]	[0.82315509]	[0.82313617]	[0.82314228]	[0.82313708]	[0.82316338]	[0.82315475]	[0.82314026]	[0.82312685]	[0.82313951]	[0.82314839]	[0.82315748]	[0.82313953]	[0.8231514]	[0.8231446]	[0.82314509]	[0.82314512]	[0.82313692]	[0.82315298]	[0.82314973]	[0.82315839]	[0.82316067]	[0.82315371]	[0.82315215]	[0.82313125]	[0.82314647]	[0.82315406]	[0.82315651]	[0.82315641]	[0.82314604]	[0.82314141]	[0.82313613]	[0.82315091]	[0.82315356]	[0.82313873]	[0.82315137]	[0.82315087]	[0.82315035]	[0.82315625]	[0.8231655]	[0.8231436]	[0.82314349]	[0.82314093]	[0.8231432]	[0.82314692]	[0.82314758]	[0.82315133]	[0.82314732]	[0.82315032]	[0.82315014]	[0.82316022]	[0.82315402]	[0.82314888]	[0.8231485]	[0.82314439]	[0.82313012]	[0.82314291]	[0.82315305]	[0.82313229]	[0.82315398]	[0.82315512]	[0.82314883]	[0.82314712]	[0.82315674]	[0.41398316]	[0.14215046]	[-0.73218535]	[1.44282453]	[-0.68294117]	[-0.23302314]	[0.19858903]	[0.43297761]	[-0.3414933]	[-0.09282685]	[-0.04522362]	[-0.73294637]	[-0.88764404]	[-0.24980461]	[-0.17636066]	[-1.13005231]	[1.31913113]	[-0.39088337]	[-0.48848086]	[-1.0463897]	[1.32972294]	[-0.36658922]	[1.49295266]	[-0.9798592]	[-0.0741595]
