[-4.578]	[-4.39488]	[-4.21176]	[-4.02864]	[-3.84552]	[-3.6624]	[-3.47928]	[-3.29616]	[-3.11304]	[-2.92992]	[-2.7468]	[-2.56368]	[-2.38056]	[-2.19744]	[-2.01432]	[-1.8312]	[-1.64808]	[-1.46496]	[-1.28184]	[-1.09872]	[-0.9156]	[-0.73248]	[-0.54936]	[-0.36624]	[-0.18312]	[0.]	[0.18312]	[0.36624]	[0.54936]	[0.73248]	[0.9156]	[1.09872]	[1.28184]	[1.46496]	[1.64808]	[1.8312]	[2.01432]	[2.19744]	[2.38056]	[2.56368]	[2.7468]	[2.92992]	[3.11304]	[3.29616]	[3.47928]	[3.6624]	[3.84552]	[4.02864]	[4.21176]	[4.39488]	[4.578]
[0.82315121]	[0.82315116]	[0.82315125]	[0.82315128]	[0.82315132]	[0.82315127]	[0.82315122]	[0.82315127]	[0.82315128]	[0.82315128]	[0.82315122]	[0.82315126]	[0.82315126]	[0.82315133]	[0.82315124]	[0.82315133]	[0.82315121]	[0.82315129]	[0.82315129]	[0.82315126]	[0.82315129]	[0.8231512]	[0.82315124]	[0.82315132]	[0.82315123]	[0.82315126]	[0.8231512]	[0.82315121]	[0.82315117]	[0.8231512]	[0.82315128]	[0.82315121]	[0.8231512]	[0.82315124]	[0.82315125]	[0.82315131]	[0.82315125]	[0.82315126]	[0.82315124]	[0.82315126]	[0.82315121]	[0.82315125]	[0.8231513]	[0.82315126]	[0.82315129]	[0.82315125]	[0.82315123]	[0.82315129]	[0.82315127]	[0.82315124]	[0.82315124]	[0.82315126]	[0.82315123]	[0.82315129]	[0.82315129]	[0.82315122]	[0.8231513]	[0.82315129]	[0.82315129]	[0.82315126]	[0.82315123]	[0.82315125]	[0.82315122]	[0.82315123]	[0.82315126]	[0.82315123]	[0.82315122]	[0.8231512]	[0.82315125]	[0.8231512]	[0.82315119]	[0.82315124]	[0.82315127]	[0.82315122]	[0.82315128]	[0.82315132]	[1.32011853]	[0.23097248]	[-2.60431145]	[-2.59060027]	[-1.00329119]	[-2.24596509]	[-0.22771665]	[-2.97899112]	[-2.72247167]	[-0.98509369]	[2.23684544]	[2.23932465]	[2.18192159]	[-0.56815734]	[-0.74646021]	[-2.65800648]	[2.18718703]	[2.94815083]	[-1.1976235]	[2.09041414]	[-2.50309907]	[2.18554292]	[2.07386677]	[-0.27055097]	[-1.49779888]
[0.82315123]	[0.82315124]	[0.82315129]	[0.82315129]	[0.82315128]	[0.82315127]	[0.82315126]	[0.82315126]	[0.82315128]	[0.82315119]	[0.8231513]	[0.82315126]	[0.82315124]	[0.82315126]	[0.82315127]	[0.82315122]	[0.82315125]	[0.82315125]	[0.82315128]	[0.82315127]	[0.82315124]	[0.82315121]	[0.82315126]	[0.8231513]	[0.82315121]	[0.82315124]	[0.82315123]	[0.82315126]	[0.82315127]	[0.8231513]	[0.82315132]	[0.82315124]	[0.82315122]	[0.82315124]	[0.82315127]	[0.82315133]	[0.82315129]	[0.82315125]	[0.82315121]	[0.8231512]	[0.82315127]	[0.82315124]	[0.82315128]	[0.82315129]	[0.82315124]	[0.82315125]	[0.82315127]	[0.82315127]	[0.82315125]	[0.82315127]	[0.82315124]	[0.82315123]	[0.82315128]	[0.82315126]	[0.82315126]	[0.82315129]	[0.82315124]	[0.82315124]	[0.82315121]	[0.82315132]	[0.82315123]	[0.82315126]	[0.82315117]	[0.82315129]	[0.82315123]	[0.82315126]	[0.82315125]	[0.8231512]	[0.82315122]	[0.82315125]	[0.82315126]	[0.82315126]	[0.82315128]	[0.82315124]	[0.82315125]	[0.8231513]	[1.47955724]	[-1.56955312]	[1.43670923]	[1.52911715]	[-1.41104072]	[-1.7305296]	[2.62339082]	[1.75955858]	[1.11818942]	[1.67194943]	[-1.69770759]	[-1.59432287]	[-1.68150595]	[1.01088787]	[-2.37953464]	[-2.37344289]	[-1.42302886]	[1.75852862]	[0.44495814]	[0.63384113]	[-2.17426825]	[-2.89314826]	[-2.04739702]	[-0.39130425]	[1.93975918]
[0.82315127]	[0.82315123]	[0.82315125]	[0.82315124]	[0.82315124]	[0.82315126]	[0.82315123]	[0.82315124]	[0.82315128]	[0.82315125]	[0.82315127]	[0.82315125]	[0.82315126]	[0.82315126]	[0.8231512]	[0.82315126]	[0.82315128]	[0.82315124]	[0.82315128]	[0.82315126]	[0.82315126]	[0.82315124]	[0.82315127]	[0.82315119]	[0.82315124]	[0.82315127]	[0.82315127]	[0.82315126]	[0.82315127]	[0.82315127]	[0.82315128]	[0.82315124]	[0.82315127]	[0.82315124]	[0.82315128]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315128]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315126]	[0.82315126]	[0.82315127]	[0.82315127]	[0.82315128]	[0.82315125]	[0.8231512]	[0.82315127]	[0.82315126]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315124]	[0.82315122]	[0.82315127]	[0.8231512]	[0.82315125]	[0.82315121]	[0.82315121]	[0.82315125]	[0.8231513]	[0.82315125]	[0.82315123]	[0.82315124]	[0.82315126]	[0.82315125]	[0.82315124]	[0.82315129]	[0.82315125]	[0.82315122]	[0.82315124]	[0.82315124]	[2.09194434]	[-2.64516934]	[-2.11042803]	[2.96754036]	[2.52498873]	[-1.86606075]	[2.81605962]	[-0.31045349]	[2.01796805]	[-0.64929445]	[-1.79563213]	[2.24425835]	[2.26838078]	[2.26921268]	[-0.94802665]	[-0.31228724]	[-1.79231645]	[-1.93707282]	[2.46028547]	[1.30004562]	[-0.02224239]	[2.40882085]	[2.33516526]	[2.24794672]	[-0.22240744]
[0.82315126]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315123]	[0.82315123]	[0.82315124]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315126]	[0.82315126]	[0.82315127]	[0.82315127]	[0.82315122]	[0.82315126]	[0.82315127]	[0.82315129]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315129]	[0.82315125]	[0.82315128]	[0.82315126]	[0.82315124]	[0.82315125]	[0.82315128]	[0.82315125]	[0.82315124]	[0.82315122]	[0.82315126]	[0.82315121]	[0.82315124]	[0.82315127]	[0.82315125]	[0.82315127]	[0.82315126]	[0.82315129]	[0.82315126]	[0.82315127]	[0.82315125]	[0.82315123]	[0.82315125]	[0.82315125]	[0.82315129]	[0.82315127]	[0.82315125]	[0.82315125]	[0.82315128]	[0.82315126]	[0.82315129]	[0.82315124]	[0.82315125]	[0.82315123]	[0.82315124]	[0.82315125]	[0.82315124]	[0.82315123]	[0.82315128]	[0.82315127]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315127]	[0.82315126]	[0.82315124]	[0.82315127]	[0.82315129]	[1.00792391]	[-2.9361897]	[1.94380957]	[0.97679143]	[2.74644697]	[1.40713789]	[-1.67093058]	[2.7373024]	[-1.4269751]	[-1.52872063]	[-2.99195031]	[1.21709405]	[-0.78584689]	[-0.72599028]	[-1.58769663]	[0.21142061]	[2.72670436]	[-2.46250384]	[-0.88296515]	[-1.43168006]	[-2.75856839]	[0.45463933]	[-1.51357634]	[-0.87480627]	[1.7540514]
[0.82315126]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315126]	[0.82315128]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315127]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315126]	[0.82315125]	[0.82315126]	[0.82315126]	[0.82315126]	[0.82315127]	[0.82315125]	[0.82315124]	[0.82315126]	[0.82315126]	[0.82315126]	[0.82315125]	[0.82315126]	[0.82315124]	[0.82315124]	[0.82315125]	[0.82315124]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315127]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315126]	[0.82315124]	[0.82315125]	[0.82315128]	[0.82315125]	[0.82315126]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315126]	[0.82315125]	[0.82315124]	[0.82315124]	[0.82315127]	[0.82315125]	[0.82315126]	[0.82315126]	[0.82315126]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315126]	[0.82315125]	[0.82315127]	[0.82315126]	[0.82315124]	[-0.59428095]	[-1.95991737]	[2.52414416]	[-0.13896608]	[1.50197057]	[-2.35332843]	[-1.08571967]	[2.34114412]	[-2.17780692]	[2.98486963]	[2.46164546]	[2.82938681]	[-0.0207172]	[0.5855428]	[-0.46628173]	[-0.33191806]	[-0.6396617]	[-0.48877397]	[2.21453171]	[-0.46480504]	[-0.96348737]	[-2.08639006]	[-0.64986775]	[1.50474007]	[-0.20652987]
[0.82315124]	[0.82315124]	[0.82315124]	[0.82315125]	[0.82315124]	[0.82315126]	[0.82315124]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315126]	[0.82315124]	[0.82315126]	[0.82315124]	[0.82315124]	[0.82315124]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315124]	[0.82315126]	[0.82315127]	[0.82315127]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315124]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315126]	[0.82315126]	[0.82315125]	[0.82315126]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315124]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315126]	[0.82315126]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315126]	[0.82315124]	[0.82315125]	[0.82315126]	[0.82315125]	[1.96231891]	[0.08757201]	[-1.34588276]	[1.41117481]	[-1.21159432]	[-1.36323878]	[0.2108243]	[-0.72358468]	[0.68702245]	[1.61537039]	[-0.82783004]	[1.64835545]	[0.2854842]	[-1.70707529]	[1.57064402]	[-2.74294739]	[-1.87710578]	[1.84601463]	[-1.41506809]	[-1.59812732]	[1.04950153]	[-1.87199302]	[-2.54678161]	[1.35718481]	[-2.72493462]
[0.82315126]	[0.82315125]	[0.82315124]	[0.82315126]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315126]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315124]	[0.82315126]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315124]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315126]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315124]	[0.82315126]	[0.82315124]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315124]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[-2.22669596]	[-0.14559209]	[-2.08797547]	[2.74562412]	[0.39636565]	[2.63126432]	[-2.04325877]	[-1.99093852]	[2.98450537]	[2.78694444]	[1.21420561]	[-2.0327137]	[-2.27263351]	[-2.11629239]	[-1.98491572]	[-0.41486617]	[-2.08350933]	[2.4050225]	[2.37602306]	[2.30154538]	[-2.9410608]	[-0.58641916]	[1.24391979]	[2.6536554]	[0.97376869]
[0.82315124]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315126]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[-0.23419957]	[0.04146943]	[-0.82680922]	[1.06046818]	[-1.8154548]	[-2.50561335]	[1.69628213]	[-0.2452315]	[0.12777612]	[0.5134641]	[-2.69294373]	[0.29171962]	[-1.00917864]	[-0.847197]	[-1.42931932]	[-1.02661117]	[-1.7055022]	[-2.42207534]	[-1.1841421]	[1.83836162]	[0.66064073]	[1.87326329]	[0.22850219]	[-2.71008407]	[1.84442436]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[-2.99423357]	[-1.58108066]	[2.60136611]	[2.95409511]	[-1.57482063]	[-2.11874475]	[2.90457675]	[1.96645297]	[-1.98606557]	[1.59308912]	[-0.03672363]	[2.36066425]	[1.19195865]	[-0.39840327]	[-2.31187606]	[-2.80255281]	[-0.03954492]	[1.33785651]	[-1.10840829]	[-0.93405196]	[-0.49824135]	[1.61114761]	[2.25365773]	[1.29092978]	[-2.64365482]
[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315124]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[-1.93325671]	[-0.32257864]	[-0.84987291]	[-2.20348084]	[-0.31311614]	[1.7397369]	[1.84807207]	[-1.29772892]	[-2.8922546]	[0.87967658]	[0.16763707]	[1.45228569]	[-1.18772346]	[-0.7837146]	[-1.04832163]	[1.83258248]	[2.82475463]	[-2.55853739]	[1.80023818]	[-1.3858955]	[-2.03618731]	[-1.89676359]	[0.28809414]	[-0.7767107]	[-2.51060627]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[1.19439084]	[2.08928561]	[0.0821759]	[-1.66951867]	[-0.4079466]	[-0.41229321]	[-2.40638104]	[2.23733824]	[-0.15421613]	[0.35287803]	[2.94450089]	[1.0299913]	[-0.20191119]	[1.25049554]	[-2.43632994]	[2.19294786]	[-1.51311933]	[-2.68293187]	[-1.81111892]	[-1.47350788]	[1.09808776]	[-1.66729708]	[1.08474924]	[-0.5806611]	[-0.09023382]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315126]	[0.64749782]	[-2.00141771]	[-1.2336461]	[-2.61025745]	[-1.07902722]	[2.31854099]	[-0.70548773]	[-0.99870716]	[1.95012713]	[-2.57003958]	[1.31874975]	[-2.52630337]	[-2.16097427]	[2.67485269]	[1.78059647]	[-2.02217215]	[-1.27405081]	[2.85865402]	[-1.92049907]	[-0.27492885]	[2.79894391]	[1.46437874]	[-2.53928791]	[1.82638056]	[1.45391238]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.40254355]	[-0.06750688]	[-0.00366739]	[-2.29496901]	[-2.8228751]	[-1.16549162]	[-2.40064354]	[-1.77384162]	[-1.61764151]	[2.50824823]	[0.48500057]	[-2.07207861]	[-1.6717385]	[-1.18183081]	[0.37406743]	[-1.33290705]	[-2.7668459]	[1.13358692]	[2.13495215]	[1.36665905]	[-0.36891638]	[1.21814549]	[-0.78756069]	[1.63606428]	[1.12470259]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[-1.53464256]	[0.14596398]	[-1.92809676]	[0.69340912]	[-2.18586636]	[-1.86194697]	[-2.71462381]	[-0.48801491]	[1.68587473]	[2.43342049]	[0.23567327]	[0.57787288]	[0.98003023]	[-2.90546432]	[1.70356876]	[-1.25766988]	[2.61778188]	[2.98937605]	[0.94122694]	[-0.50782377]	[1.79380405]	[0.24107578]	[0.28581886]	[1.72405865]	[-0.63047799]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.06667602]	[-1.36054904]	[1.36273631]	[-0.09604449]	[-2.10282519]	[1.45467284]	[2.319566]	[1.12352107]	[-2.28177063]	[-0.37200722]	[-2.47310221]	[1.53866245]	[-0.35573283]	[-0.98633634]	[1.30070906]	[-0.72608868]	[-2.33715849]	[-2.65080013]	[-2.3481703]	[2.83585252]	[0.3646796]	[-1.33752296]	[-2.28748504]	[1.92743282]	[2.31010115]
[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[0.82315125]	[1.73661159]	[2.69712922]	[1.84139174]	[1.05672158]	[1.03254045]	[0.15395343]	[-1.93243753]	[0.23067856]	[-1.47261068]	[1.02121137]	[0.43852308]	[-2.56500197]	[0.29015512]	[2.41089746]	[-1.78127269]	[2.89457823]	[2.37518384]	[2.55976005]	[-1.08360997]	[-1.17222142]	[1.66658947]	[0.42434647]	[-1.05858759]	[-0.19562941]	[-1.78572029]
